O*NET-SOC Code,Title,Alternate Title,Short Title,Source(s)
15-1254.00,Web Developers,Website Manager,,01
15-1254.00,Web Developers,Websphere Administrator,,01
15-1254.00,Web Developers,WordPress Developer,,01
15-1254.00,Web Developers,XML Developer (Extensible Markup Language Developer),XML Developer,01
15-1255.00,Web and Digital Interface Designers,Computer Graphic Artist,,08
15-1255.00,Web and Digital Interface Designers,Computer Graphic Designer,,08
15-1255.00,Web and Digital Interface Designers,Content Manager,,08
15-1255.00,Web and Digital Interface Designers,Digital Designer,,04
15-1255.00,Web and Digital Interface Designers,Front End Developer,,08
15-1255.00,Web and Digital Interface Designers,Front End Web Developer,,08
15-1255.00,Web and Digital Interface Designers,Graphics Designer,,04
15-1255.00,Web and Digital Interface Designers,HTML Developer (HyperText Markup Language Developer),HTML Developer,01
15-1255.00,Web and Digital Interface Designers,Interface Designer,,08
15-1255.00,Web and Digital Interface Designers,Internet Application Developer,,08
15-1255.00,Web and Digital Interface Designers,Internet Architect,,08
15-1255.00,Web and Digital Interface Designers,Internet Developer,,08
15-1255.00,Web and Digital Interface Designers,Internet Site Designer,,08
15-1255.00,Web and Digital Interface Designers,Internet Specialist,,08
15-1255.00,Web and Digital Interface Designers,Intranet Developer,,08
15-1255.00,Web and Digital Interface Designers,Multimedia Developer,,08
15-1255.00,Web and Digital Interface Designers,PHP Developer (Personal Home Page Developer),PHP Developer,08
15-1255.00,Web and Digital Interface Designers,PHP Web Developer (Personal Home Page Web Developer),PHP Web Developer,08
15-1255.00,Web and Digital Interface Designers,PHP Website Developer (Personal Home Page Website Developer),PHP Website Developer,08
15-1255.00,Web and Digital Interface Designers,React.js Developer,,01
15-1255.00,Web and Digital Interface Designers,Technology Applications Engineer,,02
15-1255.00,Web and Digital Interface Designers,Usability Specialist,,08
15-1255.00,Web and Digital Interface Designers,User Experience Designer (UX Designer),UX Designer,08
15-1255.00,Web and Digital Interface Designers,User Interface and User Experience Architect (UI/UX Architect),UI/UX Architect,01
15-1255.00,Web and Digital Interface Designers,User Interface and User Experience Designer (UI/UX Designer),UI/UX Designer,01
15-1255.00,Web and Digital Interface Designers,User Interface Designer (UI Designer),UI Designer,08
15-1255.00,Web and Digital Interface Designers,User Interface Developer (UI Developer),UI Developer,"08,10"
15-1255.00,Web and Digital Interface Designers,User Interface Engineer (UI Engineer),UI Engineer,01
15-1255.00,Web and Digital Interface Designers,UX Developer (User Experience Developer),UX Developer,10
15-1255.00,Web and Digital Interface Designers,UX Researcher (User Experience Researcher),UX Researcher,10
15-1255.00,Web and Digital Interface Designers,Web Application Developer,,01
15-1255.00,Web and Digital Interface Designers,Web Applications Developer,,08
15-1255.00,Web and Digital Interface Designers,Web Architect,,02
15-1255.00,Web and Digital Interface Designers,Web Consultant,,01
15-1255.00,Web and Digital Interface Designers,Web Content Developer,,08
15-1255.00,Web and Digital Interface Designers,Web Content Specialist,,04
15-1255.00,Web and Digital Interface Designers,Web Design Specialist,,02
15-1255.00,Web and Digital Interface Designers,Web Designer,,"02,04"
15-1255.00,Web and Digital Interface Designers,Web Engineer,,08
15-1255.00,Web and Digital Interface Designers,Web Page Developer,,08
15-1255.00,Web and Digital Interface Designers,Web Producer,,08
15-1255.00,Web and Digital Interface Designers,Web Programmer,,08
15-1255.00,Web and Digital Interface Designers,Web Site Designer,,08
15-1255.00,Web and Digital Interface Designers,Web Site Developer,,08
15-1255.00,Web and Digital Interface Designers,Web Site Specialist,,08
15-1255.00,Web and Digital Interface Designers,Web Software Engineer,,08
15-1255.00,Web and Digital Interface Designers,Web Specialist,,08
15-1255.00,Web and Digital Interface Designers,Web Technician,,01
15-1255.00,Web and Digital Interface Designers,Webmaster,,02
15-1255.00,Web and Digital Interface Designers,Webmaster Analyst,,01
15-1255.00,Web and Digital Interface Designers,Website Manager,,01
15-1255.00,Web and Digital Interface Designers,Websphere Administrator,,01
15-1255.01,Video Game Designers,Computer Game Designer,,08
15-1255.01,Video Game Designers,Computer Video Game Designer,,08
15-1255.01,Video Game Designers,Concept Artist,,10
15-1255.01,Video Game Designers,Content Creator,,10
15-1255.01,Video Game Designers,Design Director,,02
15-1255.01,Video Game Designers,Designer,,02
15-1255.01,Video Game Designers,Environment Artist,,10
15-1255.01,Video Game Designers,Environmental Artist,,02
15-1255.01,Video Game Designers,Game Design Consultant,,02
15-1255.01,Video Game Designers,Game Designer,,"02,03,10"
15-1255.01,Video Game Designers,Game Developer,,10
15-1255.01,Video Game Designers,Game Engineer,,10
15-1255.01,Video Game Designers,Gamemaster,,02
15-1255.01,Video Game Designers,Gameplay Engineer,,10
15-1255.01,Video Game Designers,Interactive Multimedia Designer,,08
15-1255.01,Video Game Designers,Level Designer,,02
15-1255.01,Video Game Designers,Mobile Game Engineer,,10
15-1255.01,Video Game Designers,Video Content Creator,,10
15-1255.01,Video Game Designers,Video Game Creator,,09
15-1255.01,Video Game Designers,Video Game Designer,,08
15-1255.01,Video Game Designers,Video Game Developer,,08
15-1255.01,Video Game Designers,Video Game Engineer,,08
15-1255.01,Video Game Designers,Video Game Maker,,08
15-1255.01,Video Game Designers,Video Game Tester,,01
15-1255.01,Video Game Designers,Videogame Designer,,08
15-1255.01,Video Game Designers,World Designer,,02
15-1299.00,"Computer Occupations, All Other",Artificial Intelligence Specialist,,"04,06,07"
15-1299.00,"Computer Occupations, All Other",Business Consultant,,10
15-1299.00,"Computer Occupations, All Other",Computer Console Operator,,04
15-1299.00,"Computer Occupations, All Other",Computer Laboratory Technician,,04
15-1299.00,"Computer Occupations, All Other",Computer Operator,,08
15-1299.00,"Computer Occupations, All Other",Computer or Computer Laboratory Technician,,"04,06,07"
15-1299.00,"Computer Occupations, All Other",Computer Peripheral Equipment Operator,,08
15-1299.00,"Computer Occupations, All Other",Computer Systems Hardware Analyst,,08
15-1299.00,"Computer Occupations, All Other",Content Manager,,08
15-1299.00,"Computer Occupations, All Other",Data Center Operator,,04
15-1299.00,"Computer Occupations, All Other",Data Center Technician,,01
15-1299.00,"Computer Occupations, All Other",E-Commerce Specialist,,08
15-1299.00,"Computer Occupations, All Other",General Information Technology Specialist,,07
15-1299.00,"Computer Occupations, All Other",Information Systems Technician,,08
15-1299.00,"Computer Occupations, All Other",Information Technology Consultant,,10
15-1299.00,"Computer Occupations, All Other",Multimedia Developer,,08
15-1299.00,"Computer Occupations, All Other",Security Consultant,,10
15-1299.00,"Computer Occupations, All Other",Technology Consultant,,10
15-1299.01,Web Administrators,Administrator (Admin),Admin,10
15-1299.01,Web Administrators,Content Publisher,,10
15-1299.01,Web Administrators,Corporate Webmaster,,02
15-1299.01,Web Administrators,Implementer,,10
15-1299.01,Web Administrators,Internet Systems Administrator,,08
15-1299.01,Web Administrators,SharePoint Administrator,,01
15-1299.01,Web Administrators,Web Administrator,,"02,10"
15-1299.01,Web Administrators,Web Content Administrator (Admin),Admin,10
15-1299.01,Web Administrators,Web Content Coordinator,,"02,10"
15-1299.01,Web Administrators,Web Content Manager,,"02,10"
15-1299.01,Web Administrators,Web Coordinator,,10
15-1299.01,Web Administrators,Web Development Manager,,01
15-1299.01,Web Administrators,Web Director,,02
15-1299.01,Web Administrators,Web Manager,,"02,08,10"
15-1299.01,Web Administrators,Web Operations Specialist,,08
15-1299.01,Web Administrators,Web Project Manager,,01
15-1299.01,Web Administrators,Web Publisher,,10
15-1299.01,Web Administrators,Web Publishing Coordinator,,01
15-1299.01,Web Administrators,Web Security Manager,,01
15-1299.01,Web Administrators,Web Site Administrator,,08
15-1299.01,Web Administrators,Web Site Manager,,02
15-1299.01,Web Administrators,Web Site Project Manager,,08
15-1299.01,Web Administrators,Web Technologies Administrator,,02
15-1299.01,Web Administrators,Webmaster,,"02,08,10"
15-1299.01,Web Administrators,Webmaster Analyst,,01
15-1299.01,Web Administrators,Website Administrator,,10
15-1299.01,Web Administrators,Website Content Manager,,10
15-1299.01,Web Administrators,Website Coordinator,,10
15-1299.01,Web Administrators,Website Manager,,01
15-1299.01,Web Administrators,Websphere Administrator,,01
15-1299.02,Geographic Information Systems Technologists and Technicians,CADD GIS Technician (Computer-Aided Design and Drafting Geographic Information Systems Technician),CADD GIS Technician,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Cartographic Technician,,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Conversion Specialist,,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Field GIS Technician (Field Geographic Information Systems Technician),Field GIS Technician,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information System Analyst (GIS Analyst),GIS Analyst,02
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Administrator (GIS Administrator),GIS Administrator,02
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Analyst (GIS Analyst),GIS Analyst,02
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Application Specialist (GIS Application Specialist),GIS Application Specialist,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Coordinator (GIS Coordinator),GIS Coordinator,02
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Data Administrator (GIS Data Administrator),GIS Data Administrator,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Data Specialist (GIS Data Specialist),GIS Data Specialist,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Database Administrator (GIS Database Administrator),GIS Database Administrator,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Developer (GIS Developer),GIS Developer,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Geographer (GIS Geographer),GIS Geographer,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Mapping Technician (GIS Mapping Technician),GIS Mapping Technician,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographic Information Systems Technologist (GIS Technologist),GIS Technologist,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographical Information System Specialist (GIS Specialist),GIS Specialist,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geographical Information System Technician (GIS Technician),GIS Technician,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geospatial Analyst,,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geospatial Engineer,,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geospatial Information Technologist,,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geospatial Specialist,,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geospatial Technician,,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Geospatial Technologist,,08
15-1299.02,Geographic Information Systems Technologists and Technicians,GIS Consultant (Geographic Information Systems Consultant),GIS Consultant,08
15-1299.02,Geographic Information Systems Technologists and Technicians,GIS Specialist (Geographic Information Systems Specialist),GIS Specialist,"02,08"
15-1299.02,Geographic Information Systems Technologists and Technicians,GIS Technician (Geographic Information Systems Technician),GIS Technician,"02,08,10"
15-1299.02,Geographic Information Systems Technologists and Technicians,Global Position System Technician (GPS Technician),GPS Technician,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Global Positioning System Field Technician (GPS Field Technician),GPS Field Technician,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Global Positioning Systems Analyst Technician (GPS Analyst Technician),GPS Analyst Technician,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Imagery Analyst,,08
15-1299.02,Geographic Information Systems Technologists and Technicians,Resource Analyst,,02
15-1299.03,Document Management Specialists,Business Records Manager,,02
15-1299.03,Document Management Specialists,Certified Document Imaging Architect,,02
15-1299.03,Document Management Specialists,Content Specialist,,10
15-1299.03,Document Management Specialists,Content Strategist,,10
15-1299.03,Document Management Specialists,Credentialing Coordinator,,10
15-1299.03,Document Management Specialists,Credentialing Manager,,10
15-1299.03,Document Management Specialists,Document Control Clerk,,10
15-1299.03,Document Management Specialists,Document Control Coordinator,,10
15-1299.03,Document Management Specialists,Document Control Manager,,"02,08"
15-1299.03,Document Management Specialists,Document Control Specialist,,"08,10"
15-1299.03,Document Management Specialists,Document Controller,,10
15-1299.03,Document Management Specialists,Document Imaging Specialist,,08
15-1299.03,Document Management Specialists,Document Management Consultant,,02
15-1299.03,Document Management Specialists,Document Management Specialist,,08
15-1299.03,Document Management Specialists,Document Management Technician,,08
15-1299.03,Document Management Specialists,Document Processor,,10
15-1299.03,Document Management Specialists,Document Specialist,,10
15-1299.03,Document Management Specialists,Documentation Analyst,,10
15-1299.03,Document Management Specialists,Documentation Specialist,,10
15-1299.03,Document Management Specialists,ECM Consultant (Enterprise Content Management Consultant),ECM Consultant,02
15-1299.03,Document Management Specialists,Electronic Content Manager,,02
15-1299.03,Document Management Specialists,Enterprise Records Analyst,,08
15-1299.03,Document Management Specialists,Knowledge Management Specialist,,10
15-1299.03,Document Management Specialists,Record Systems Analyst,,02
15-1299.03,Document Management Specialists,Records and Information Management Consultant (RIM Consultant),RIM Consultant,02
15-1299.03,Document Management Specialists,Records and Information Management Specialist (RIM Specialist),RIM Specialist,02
15-1299.03,Document Management Specialists,Records Manager,,02
15-1299.03,Document Management Specialists,Records Specialist,,10
15-1299.03,Document Management Specialists,Records Technician,,10
15-1299.04,Penetration Testers,Application Security Assessor,,08
15-1299.04,Penetration Testers,Application Security Hacker,,08
15-1299.04,Penetration Testers,Application Security Tester,,08
15-1299.04,Penetration Testers,Certified Hacker,,08
15-1299.04,Penetration Testers,Certified Tester,,08
15-1299.04,Penetration Testers,Consulting Advisory Tester,,08
15-1299.04,Penetration Testers,Cyber Assessment Tester,,08
15-1299.04,Penetration Testers,Cyber Assessor,,08
15-1299.04,Penetration Testers,Cyber Security Engineer,,08
15-1299.04,Penetration Testers,Cyber Security Tester,,08
15-1299.04,Penetration Testers,Cyber Tester,,08
15-1299.04,Penetration Testers,Cybersecurity Engineer (Cyber Engineer),Cyber Engineer,10
15-1299.04,Penetration Testers,Embedded Tester,,08
15-1299.04,Penetration Testers,Ethical Hacker,,10
15-1299.04,Penetration Testers,Forensic Analysis Tester,,08
15-1299.04,Penetration Testers,Hacker,,08
15-1299.04,Penetration Testers,Hardware Hacker,,08
15-1299.04,Penetration Testers,Information Security Analyst,,10
15-1299.04,Penetration Testers,Information Security Assessor,,08
15-1299.04,Penetration Testers,IT Security Tester (Information Technology Security Tester),IT Security Tester,08
15-1299.04,Penetration Testers,Network Security Engineer,,08
15-1299.04,Penetration Testers,Network Security Tester,,08
15-1299.04,Penetration Testers,Penetration Tester,,"03,08,10"
15-1299.04,Penetration Testers,Penetration Testing Consultant,,10
15-1299.04,Penetration Testers,Risk Tester,,08
15-1299.04,Penetration Testers,Security Application Tester,,08
15-1299.04,Penetration Testers,Security Architect,,08
15-1299.04,Penetration Testers,Security Assessment Tester,,08
15-1299.04,Penetration Testers,Security Automation Tester,,08
15-1299.04,Penetration Testers,Security Consultant,,10
15-1299.04,Penetration Testers,Security Consulting Tester,,08
15-1299.04,Penetration Testers,Security Engineer,,08
15-1299.04,Penetration Testers,Security Tester,,08
15-1299.04,Penetration Testers,Systems Security Tester,,08
15-1299.04,Penetration Testers,Tester,,08
15-1299.04,Penetration Testers,Vulnerability Analyst,,10
15-1299.04,Penetration Testers,Vulnerability Assessment Analyst,,03
15-1299.04,Penetration Testers,Vulnerability Management Analyst,,10
15-1299.04,Penetration Testers,Vulnerability Management Engineer,,10
15-1299.04,Penetration Testers,Vulnerability Researcher,,10
15-1299.05,Information Security Engineers,AI Security Specialist (Artificial Intelligence Security Specialist),AI Security Specialist,01
15-1299.05,Information Security Engineers,Application Security Administrator (Application Security Admin),Application Security Admin,01
15-1299.05,Information Security Engineers,Automotive Security Engineer,,01
15-1299.05,Information Security Engineers,BISO (Business Information Security Officer),BISO,02
15-1299.05,Information Security Engineers,Cloud Engineer,,"01,02"
15-1299.05,Information Security Engineers,Cloud Security Architect,,01
15-1299.05,Information Security Engineers,Cloud Security Engineer,,10
15-1299.05,Information Security Engineers,Communications Security Manager (COMSEC Manager),COMSEC Manager,01
15-1299.05,Information Security Engineers,Cyber Defense Incident Responder,,"03,08"
15-1299.05,Information Security Engineers,Cyber Defense Infrastructure Support Specialist,,03
15-1299.05,Information Security Engineers,Cybersecurity Architect,,10
15-1299.05,Information Security Engineers,Cybersecurity Engineer,,"01,08"
15-1299.05,Information Security Engineers,Cybersecurity Hardware Engineer,,01
15-1299.05,Information Security Engineers,Cybersecurity Software Developer,,01
15-1299.05,Information Security Engineers,Cybersecurity Software Engineer,,01
15-1299.05,Information Security Engineers,Cybersecurity Systems Engineer,,10
15-1299.05,Information Security Engineers,Cybersecurity Threat Engineer,,08
15-1299.05,Information Security Engineers,Engineer,,02
15-1299.05,Information Security Engineers,Information Assurance Engineer,,08
15-1299.05,Information Security Engineers,Information Security Administrator (Information Security Admin),Information Security Admin,08
15-1299.05,Information Security Engineers,Information Security Architect,,08
15-1299.05,Information Security Engineers,Information Security Auditor,,02
15-1299.05,Information Security Engineers,Information Security Consultant,,08
15-1299.05,Information Security Engineers,Information Security Engineer,,08
15-1299.05,Information Security Engineers,Information Security Loss Prevention Engineer,,08
15-1299.05,Information Security Engineers,Information Security Management Engineer,,08
15-1299.05,Information Security Engineers,Information Security System Engineer,,02
15-1299.05,Information Security Engineers,Infrastructure Security Engineer,,02
15-1299.05,Information Security Engineers,IS Security Developer (Information Systems Security Developer),IS Security Developer,01
15-1299.05,Information Security Engineers,IS Security Engineer (Information Systems Security Engineer),IS Security Engineer,08
15-1299.05,Information Security Engineers,IS Security Scientist (Information Systems Security Scientist),IS Security Scientist,08
15-1299.05,Information Security Engineers,IT Administrator (Information Technology Administrator),IT Administrator,08
15-1299.05,Information Security Engineers,IT Architect (Information Technology Architect),IT Architect,08
15-1299.05,Information Security Engineers,IT Security Engineer (Information Technology Security Engineer),IT Security Engineer,10
15-1299.05,Information Security Engineers,Mobile Security Engineer,,01
15-1299.05,Information Security Engineers,Network Engineer,,08
15-1299.05,Information Security Engineers,Network Security Engineer,,08
15-1299.05,Information Security Engineers,Security Administrator (Security Admin),Security Admin,01
15-1299.05,Information Security Engineers,Security Analyst,,02
15-1299.05,Information Security Engineers,Security Architect,,10
15-1299.05,Information Security Engineers,Security Data Scientist,,02
15-1299.05,Information Security Engineers,Security Engineer,,"02,08"
15-1299.05,Information Security Engineers,System Security Analyst,,03
15-1299.05,Information Security Engineers,Systems Engineer,,"02,08"
15-1299.05,Information Security Engineers,Systems Security Engineer,,08
15-1299.06,Digital Forensics Analysts,Cyber Analyst,,08
15-1299.06,Digital Forensics Analysts,Cyber Digital Forensics,,03
15-1299.06,Digital Forensics Analysts,Cyber Digital Media Analyst,,08
15-1299.06,Digital Forensics Analysts,Cyber Forensics Analyst,,08
15-1299.06,Digital Forensics Analysts,Cyber Threat Analyst,,10
15-1299.06,Digital Forensics Analysts,Cyber Threat Hunter,,10
15-1299.06,Digital Forensics Analysts,Cyber Threat Intelligence Analyst,,10
15-1299.06,Digital Forensics Analysts,Cybersecurity Analyst (Cyber),Cyber,10
15-1299.06,Digital Forensics Analysts,Cybersecurity Engineer (Cyber),Cyber,10
15-1299.06,Digital Forensics Analysts,Cybersecurity Incident Response Analyst (Cyber),Cyber,10
15-1299.06,Digital Forensics Analysts,Cybersecurity Specialist (Cyber),Cyber,10
15-1299.06,Digital Forensics Analysts,Digital Analyst,,08
15-1299.06,Digital Forensics Analysts,Digital Computer Analyst,,08
15-1299.06,Digital Forensics Analysts,Digital Cyber Analyst,,08
15-1299.06,Digital Forensics Analysts,Digital Forensic Analyst,,08
15-1299.06,Digital Forensics Analysts,Digital Forensic Examiner,,10
15-1299.06,Digital Forensics Analysts,Digital Forensics Analyst,,"08,10"
15-1299.06,Digital Forensics Analysts,Digital Investigator,,08
15-1299.06,Digital Forensics Analysts,Digital Media Analyst,,08
15-1299.06,Digital Forensics Analysts,Incident Responder,,10
15-1299.06,Digital Forensics Analysts,Incident Response Analyst,,10
15-1299.06,Digital Forensics Analysts,Information Technology Security Analyst (IT Security Analyst),IT Security Analyst,10
15-1299.06,Digital Forensics Analysts,IT Analyst (Information Technology Analyst),IT Analyst,08
15-1299.06,Digital Forensics Analysts,Law Enforcement Counterintelligence Forensics Analyst,,01
15-1299.06,Digital Forensics Analysts,Legal Digital Analyst,,08
15-1299.06,Digital Forensics Analysts,Malware Analyst,,01
15-1299.06,Digital Forensics Analysts,Offensive Security Engineer,,10
15-1299.06,Digital Forensics Analysts,Operations Analyst,,08
15-1299.06,Digital Forensics Analysts,Security Analyst,,10
15-1299.06,Digital Forensics Analysts,Threat Intelligence Analyst,,10
15-1299.07,Blockchain Engineers,Algorithm Engineer,,08
15-1299.07,Blockchain Engineers,Automation Engineer,,08
15-1299.07,Blockchain Engineers,Blockchain Analyst,,08
15-1299.07,Blockchain Engineers,Blockchain Architect,,08
15-1299.07,Blockchain Engineers,Blockchain Developer,,08
15-1299.07,Blockchain Engineers,Blockchain Engineer,,08
15-1299.07,Blockchain Engineers,Blockchain Penetration Tester,,08
15-1299.07,Blockchain Engineers,Blockchain Software Developer,,08
15-1299.07,Blockchain Engineers,Blockchain Software Engineer,,08
15-1299.07,Blockchain Engineers,Blockchain Threat Investigator,,08
15-1299.07,Blockchain Engineers,Blockchain Web Designer,,08
15-1299.07,Blockchain Engineers,Codebase Engineer,,08
15-1299.07,Blockchain Engineers,Engineer,,08
15-1299.07,Blockchain Engineers,Firmware Engineer,,08
15-1299.07,Blockchain Engineers,Integration Engineer,,08
15-1299.07,Blockchain Engineers,Integration Solutions Engineer,,08
15-1299.07,Blockchain Engineers,Security Engineer,,08
15-1299.07,Blockchain Engineers,Systems Engineer,,08
15-1299.07,Blockchain Engineers,Technical Platform Engineer,,08
15-1299.08,Computer Systems Engineers/Architects,Application Systems Architect,,01
15-1299.08,Computer Systems Engineers/Architects,Cloud Architect,,"01,10"
15-1299.08,Computer Systems Engineers/Architects,Cloud Engineer,,10
15-1299.08,Computer Systems Engineers/Architects,Cloud Software Engineer,,10
15-1299.08,Computer Systems Engineers/Architects,Cloud Solution Architect,,10
15-1299.08,Computer Systems Engineers/Architects,Computer Systems Architect,,08
15-1299.08,Computer Systems Engineers/Architects,Enterprise Architect,,10
15-1299.08,Computer Systems Engineers/Architects,Firmware Engineer,,10
15-1299.08,Computer Systems Engineers/Architects,Information Architect,,08
15-1299.08,Computer Systems Engineers/Architects,Infrastructure Engineer,,"02,10"
15-1299.08,Computer Systems Engineers/Architects,IT Architect (Information Technology Architect),IT Architect,02
15-1299.08,Computer Systems Engineers/Architects,IT Engineer (Information Technology Engineer),IT Engineer,02
15-1299.08,Computer Systems Engineers/Architects,Knowledge Architect,,08
15-1299.08,Computer Systems Engineers/Architects,Machine Learning Engineer,,10
15-1299.08,Computer Systems Engineers/Architects,Network Analyst,,10
15-1299.08,Computer Systems Engineers/Architects,Network and Infrastructure Engineer,,02
15-1299.08,Computer Systems Engineers/Architects,Network Engineer,,"02,10"
15-1299.08,Computer Systems Engineers/Architects,Software Systems Engineer,,10
15-1299.08,Computer Systems Engineers/Architects,Solutions Architect,,"02,08,10"
15-1299.08,Computer Systems Engineers/Architects,Solutions Engineer,,01
15-1299.08,Computer Systems Engineers/Architects,Systems Application Engineer,,02
15-1299.08,Computer Systems Engineers/Architects,Systems Architect,,"02,10"
15-1299.08,Computer Systems Engineers/Architects,Systems Consultant,,02
15-1299.08,Computer Systems Engineers/Architects,Systems Developer,,01
15-1299.08,Computer Systems Engineers/Architects,Systems Engineer,,"02,08,10"
15-1299.08,Computer Systems Engineers/Architects,Systems Requirements Planner,,01
15-1299.08,Computer Systems Engineers/Architects,Target Developer,,01
15-1299.08,Computer Systems Engineers/Architects,Technical Architect,,10
15-1299.08,Computer Systems Engineers/Architects,Web Architect,,"02,08"
15-1299.09,Information Technology Project Managers,Application Development Director,,08
15-1299.09,Information Technology Project Managers,Application Manager,,01
15-1299.09,Information Technology Project Managers,Cloud Product Director,,02
15-1299.09,Information Technology Project Managers,Computer Project Manager,,08
15-1299.09,Information Technology Project Managers,Cyber IT Knowledge Manager,,03
15-1299.09,Information Technology Project Managers,Cybersecurity Project Manager,,02
15-1299.09,Information Technology Project Managers,Cybersecurity Scrum Master,,01
15-1299.09,Information Technology Project Managers,Data Center Product Director,,02
15-1299.09,Information Technology Project Managers,Database Administration Project Manager,,08
15-1299.09,Information Technology Project Managers,Database Development Project Manager,,08
15-1299.09,Information Technology Project Managers,E-Business Project Manager,,08
15-1299.09,Information Technology Project Managers,Information Support Project Manager,,08
15-1299.09,Information Technology Project Managers,Information Systems Planner (IS Planner),IS Planner,08
15-1299.09,Information Technology Project Managers,Information Systems Project Manager (IS Project Manager),IS Project Manager,"02,08"
15-1299.09,Information Technology Project Managers,Infrastructure Project Manager,,10
15-1299.09,Information Technology Project Managers,Interactive Media Project Manager,,08
15-1299.09,Information Technology Project Managers,Internet Project Manager,,08
15-1299.09,Information Technology Project Managers,IT Manager (Information Technology Manager),IT Manager,"02,10"
15-1299.09,Information Technology Project Managers,IT Program Manager (Information Technology Program Manager),IT Program Manager,"02,10"
15-1299.09,Information Technology Project Managers,IT Project Manager (Information Technology Project Manager),IT Project Manager,"02,08,10"
15-1299.09,Information Technology Project Managers,IT Supervisor (Information Technology Supervisor),IT Supervisor,01
15-1299.09,Information Technology Project Managers,Network Operations Project Manager,,08
15-1299.09,Information Technology Project Managers,Network Services Project Manager,,08
15-1299.09,Information Technology Project Managers,Planning Management IT Specialist (Planning Management Information Technology Specialist),Planning Management IT Specialist,08
15-1299.09,Information Technology Project Managers,Programming Development Project Manager,,08
15-1299.09,Information Technology Project Managers,Project Management IT Specialist (Project Management Information Technology Specialist),Project Management IT Specialist,08
15-1299.09,Information Technology Project Managers,Project Manager (PM),PM,10
15-1299.09,Information Technology Project Managers,Release Manager,,10
15-1299.09,Information Technology Project Managers,Scrum Master,,"02,10"
15-1299.09,Information Technology Project Managers,Software Development Project Manager,,08
15-1299.09,Information Technology Project Managers,Software Project Manager,,08
15-1299.09,Information Technology Project Managers,Systems Development Manager,,08
15-1299.09,Information Technology Project Managers,Technical Manager,,01
15-1299.09,Information Technology Project Managers,Technical Project Manager,,10
15-1299.09,Information Technology Project Managers,Technology Manager,,10
15-1299.09,Information Technology Project Managers,Technology Project Manager,,10
15-1299.09,Information Technology Project Managers,Transition Program Manager,,02
15-1299.09,Information Technology Project Managers,Web Site Project Manager,,08
15-1299.09,Information Technology Project Managers,Website Project Manager,,08
15-2011.00,Actuaries,Actuarial Analyst,,"02,09,10"
15-2011.00,Actuaries,Actuarial Associate,,"02,04,10"
15-2011.00,Actuaries,Actuarial Consultant,,"02,10"
15-2011.00,Actuaries,Actuarial Intern,,10
15-2011.00,Actuaries,Actuarial Mathematician,,"04,06"
15-2011.00,Actuaries,Actuarial Specialist,,10
15-2011.00,Actuaries,Actuary,,"02,04,06,08,10"
15-2011.00,Actuaries,Annuity Analyst,,10
15-2011.00,Actuaries,Consulting Actuary,,"02,10"
15-2011.00,Actuaries,Corporate Actuary,,02
15-2011.00,Actuaries,Enrolled Actuary,,10
15-2011.00,Actuaries,Forecast Analyst,,10
15-2011.00,Actuaries,Health Actuary,,"02,04,10"
15-2011.00,Actuaries,Insurance Actuary,,"04,06"
15-2011.00,Actuaries,Life Actuary,,"02,10"
15-2011.00,Actuaries,Pricing Actuarial Analyst,,10
15-2011.00,Actuaries,Pricing Actuary,,"02,04,10"
15-2011.00,Actuaries,Product Development Actuary,,"02,04"
15-2011.00,Actuaries,Reserving Actuary,,02
15-2021.00,Mathematicians,Agent-Based Modeler,,02
15-2021.00,Mathematicians,Algebraist,,"04,06"
15-2021.00,Mathematicians,Applied Mathematician,,10
15-2021.00,Mathematicians,Cipher Expert,,"04,06"
15-2021.00,Mathematicians,Computational Mathematician,,"02,10"
